6a9eb06429877fbd07f88dd2,com.gisma.advanced_database.shipment.adapter.secondary.mongo.entity.ShippingDBO,2026-09-07T12:39:00.926Z,da5ce837-5a1e-425c-9989-9425fc2361b4,"{""name"": ""Money Market Account auxiliary"", ""address"": {""street"": ""978 Trenton Squares"", ""city"": ""374 Mariano Burgs"", ""state"": ""2764 Effertz Shoals"", ""number"": ""98250047"", ""zipCode"": ""39045385"", ""district"": ""open-source"", ""createdAt"": {""$date"": ""2026-09-07T12:39:00.926Z""}, ""updatedAt"": {""$date"": ""2026-09-07T12:39:00.926Z""}}, ""createdAt"": {""$date"": ""2026-09-07T12:39:00.926Z""}, ""updatedAt"": {""$date"": ""2026-09-07T12:39:00.926Z""}}",DELIVERED,2026-09-07T12:39:00.926Z
6a9eb06529877fbd07f88dd3,com.gisma.advanced_database.shipment.adapter.secondary.mongo.entity.ShippingDBO,2026-09-07T12:39:01.335Z,450d1956-2723-4eb9-90a1-c09cf2e98bcb,"{""name"": ""Credit Card Account primary"", ""address"": {""street"": ""1667 Enos Forest"", ""city"": ""9385 Stoltenberg Coves"", ""state"": ""591 Kihn Mission"", ""number"": ""87833036"", ""zipCode"": ""66877310"", ""district"": ""open-source"", ""createdAt"": {""$date"": ""2026-09-07T12:39:01.335Z""}, ""updatedAt"": {""$date"": ""2026-09-07T12:39:01.335Z""}}, ""createdAt"": {""$date"": ""2026-09-07T12:39:01.335Z""}, ""updatedAt"": {""$date"": ""2026-09-07T12:39:01.335Z""}}",PACKED,2026-09-07T12:39:01.335Z
6a9eb06529877fbd07f88dd4,com.gisma.advanced_database.shipment.adapter.secondary.mongo.entity.ShippingDBO,2026-09-07T12:39:01.593Z,05a63a94-f7f3-495a-84f9-a6f851152760,"{""name"": ""Investment Account haptic"", ""address"": {""street"": ""762 Lodge Lane"", ""city"": ""9187 E Maple Street"", ""state"": ""257 Wolff Course"", ""number"": ""87431832"", ""zipCode"": ""58051753"", ""district"": ""primary"", ""createdAt"": {""$date"": ""2026-09-07T12:39:01.593Z""}, ""updatedAt"": {""$date"": ""2026-09-07T12:39:01.593Z""}}, ""createdAt"": {""$date"": ""2026-09-07T12:39:01.593Z""}, ""updatedAt"": {""$date"": ""2026-09-07T12:39:01.593Z""}}",DELIVERED,2026-09-07T12:39:01.593Z
6a9eb06529877fbd07f88dd5,com.gisma.advanced_database.shipment.adapter.secondary.mongo.entity.ShippingDBO,2026-09-07T12:39:01.868Z,92b3b751-6d54-4f80-8202-1d06eda5f861,"{""name"": ""Personal Loan Account redundant"", ""address"": {""street"": ""98524 Oxford Street"", ""city"": ""9710 Stanton Underpass"", ""state"": ""8605 Avenue Road"", ""number"": ""75254334"", ""zipCode"": ""92093932"", ""district"": ""online"", ""createdAt"": {""$date"": ""2026-09-07T12:39:01.868Z""}, ""updatedAt"": {""$date"": ""2026-09-07T12:39:01.868Z""}}, ""createdAt"": {""$date"": ""2026-09-07T12:39:01.868Z""}, ""updatedAt"": {""$date"": ""2026-09-07T12:39:01.868Z""}}",OUT_FOR_DELIVERY,2026-09-07T12:39:01.868Z
6a9eb06629877fbd07f88dd6,com.gisma.advanced_database.shipment.adapter.secondary.mongo.entity.ShippingDBO,2026-09-07T12:39:02.116Z,fcb56b95-d2b0-42d7-aa8f-757a693ec6e2,"{""name"": ""Home Loan Account 1080p"", ""address"": {""street"": ""861 Schinner Greens"", ""city"": ""788 Ashlynn Villages"", ""state"": ""65660 Elouise Path"", ""number"": ""02708371"", ""zipCode"": ""29062182"", ""district"": ""virtual"", ""createdAt"": {""$date"": ""2026-09-07T12:39:02.116Z""}, ""updatedAt"": {""$date"": ""2026-09-07T12:39:02.116Z""}}, ""createdAt"": {""$date"": ""2026-09-07T12:39:02.116Z""}, ""updatedAt"": {""$date"": ""2026-09-07T12:39:02.116Z""}}",TRANSIT,2026-09-07T12:39:02.116Z
6a9eb06629877fbd07f88dd7,com.gisma.advanced_database.shipment.adapter.secondary.mongo.entity.ShippingDBO,2026-09-07T12:39:02.374Z,20cbe153-8a64-473b-9b4e-886345ad2fdc,"{""name"": ""Credit Card Account 1080p"", ""address"": {""street"": ""8226 Walker Light"", ""city"": ""98749 Madison Street"", ""state"": ""3088 W 12th Street"", ""number"": ""50101350"", ""zipCode"": ""97518102"", ""district"": ""online"", ""createdAt"": {""$date"": ""2026-09-07T12:39:02.374Z""}, ""updatedAt"": {""$date"": ""2026-09-07T12:39:02.374Z""}}, ""createdAt"": {""$date"": ""2026-09-07T12:39:02.374Z""}, ""updatedAt"": {""$date"": ""2026-09-07T12:39:02.374Z""}}",DELIVERED,2026-09-07T12:39:02.374Z
6a9eb06629877fbd07f88dd8,com.gisma.advanced_database.shipment.adapter.secondary.mongo.entity.ShippingDBO,2026-09-07T12:39:02.636Z,f7c6624d-8763-41b0-9a83-1a3bcc5374cf,"{""name"": ""Money Market Account solid state"", ""address"": {""street"": ""95791 Windermere Road"", ""city"": ""44323 Coby Forks"", ""state"": ""8008 Ida Flats"", ""number"": ""58766095"", ""zipCode"": ""25299707"", ""district"": ""back-end"", ""createdAt"": {""$date"": ""2026-09-07T12:39:02.636Z""}, ""updatedAt"": {""$date"": ""2026-09-07T12:39:02.636Z""}}, ""createdAt"": {""$date"": ""2026-09-07T12:39:02.636Z""}, ""updatedAt"": {""$date"": ""2026-09-07T12:39:02.636Z""}}",SHIPPED,2026-09-07T12:39:02.636Z
6a9eb06629877fbd07f88dd9,com.gisma.advanced_database.shipment.adapter.secondary.mongo.entity.ShippingDBO,2026-09-07T12:39:02.889Z,2a71a665-9002-4503-8958-c182da0b2e96,"{""name"": ""Credit Card Account optical"", ""address"": {""street"": ""2874 Price Viaduct"", ""city"": ""756 Schaden Glen"", ""state"": ""838 O'Hara Pine"", ""number"": ""57371422"", ""zipCode"": ""85324963"", ""district"": ""cross-platform"", ""createdAt"": {""$date"": ""2026-09-07T12:39:02.889Z""}, ""updatedAt"": {""$date"": ""2026-09-07T12:39:02.889Z""}}, ""createdAt"": {""$date"": ""2026-09-07T12:39:02.889Z""}, ""updatedAt"": {""$date"": ""2026-09-07T12:39:02.889Z""}}",TRANSIT,2026-09-07T12:39:02.889Z
6a9eb06729877fbd07f88dda,com.gisma.advanced_database.shipment.adapter.secondary.mongo.entity.ShippingDBO,2026-09-07T12:39:03.142Z,651b7cb3-1acb-4b4a-bd45-21c8ff23438f,"{""name"": ""Checking Account digital"", ""address"": {""street"": ""501 Cassin Green"", ""city"": ""70708 Johns Hill"", ""state"": ""17529 W State Street"", ""number"": ""77650709"", ""zipCode"": ""49840366"", ""district"": ""multi-byte"", ""createdAt"": {""$date"": ""2026-09-07T12:39:03.142Z""}, ""updatedAt"": {""$date"": ""2026-09-07T12:39:03.142Z""}}, ""createdAt"": {""$date"": ""2026-09-07T12:39:03.142Z""}, ""updatedAt"": {""$date"": ""2026-09-07T12:39:03.142Z""}}",OUT_FOR_DELIVERY,2026-09-07T12:39:03.142Z
6a9eb06729877fbd07f88ddb,com.gisma.advanced_database.shipment.adapter.secondary.mongo.entity.ShippingDBO,2026-09-07T12:39:03.412Z,65fcfa53-60fd-42b5-a967-83b5fcb53a2e,"{""name"": ""Home Loan Account neural"", ""address"": {""street"": ""8515 McGlynn Manor"", ""city"": ""90755 Carolyn Circle"", ""state"": ""890 Johnson Cliffs"", ""number"": ""20725654"", ""zipCode"": ""82011086"", ""district"": ""primary"", ""createdAt"": {""$date"": ""2026-09-07T12:39:03.412Z""}, ""updatedAt"": {""$date"": ""2026-09-07T12:39:03.412Z""}}, ""createdAt"": {""$date"": ""2026-09-07T12:39:03.412Z""}, ""updatedAt"": {""$date"": ""2026-09-07T12:39:03.412Z""}}",PLACED,2026-09-07T12:39:03.412Z
